"max_pairwise_difference","max_pairwise_difference_excluding_ambiguous","max_variable_block_length","max_variable_block_length_excluding_ambiguous","min_pairwise_difference","min_pairwise_difference_excluding_ambiguous","theta","tajima_d","tajima_pi","segregating_sites"
81,158,162,47,0,1,0.1840554,162,0.8720278,0.2332542
88,160,162,75,0,0,0.1840554,162,0.7768897,0.2278866
78,160,162,70,0,0,0.1840554,162,0.5276539,0.213825
79,157,162,43,0,3,0.1840554,162,0.4649839,0.2102893
82,158,162,72,0,1,0.1840554,162,0.3940577,0.2062877
76,161,162,56,1,1,0.1840554,162,0.4350337,0.2085995
78,159,162,47,1,1,0.1840554,162,0.455217,0.2097382
85,158,162,73,0,1,0.1840554,162,0.6680884,0.2217482
88,159,162,64,0,1,0.1840554,162,0.5099356,0.2128254
79,157,162,123,0,1,0.1840554,162,0.3599065,0.2043609
81,159,162,52,0,1,0.1840554,162,0.4566747,0.2098205
79,158,162,51,0,1,0.1840554,162,0.1671255,0.1934844
85,157,162,45,0,0,0.1840554,162,0.4886657,0.2116254
75,158,162,62,0,1,0.1840554,162,0.4997711,0.2122519
87,160,162,33,0,2,0.1840554,162,0.5352475,0.2142535
77,156,162,51,0,1,0.1840554,162,0.5439278,0.2147432
76,158,145,93,0,1,0.1829192,161,0.4998594,0.210951
80,159,162,61,0,1,0.1840554,162,0.4420177,0.2089935
101,160,162,65,0,1,0.1840554,162,1.001185,0.2405411
80,159,162,95,0,0,0.1840554,162,0.8601936,0.2325866
80,159,162,92,0,1,0.1840554,162,0.7524922,0.2265102
85,160,162,74,0,2,0.1840554,162,0.9269983,0.2363556
91,160,162,92,0,2,0.1840554,162,1.290469,0.2568622
85,159,162,75,0,1,0.1840554,162,0.9605664,0.2382495
80,158,162,99,0,0,0.1840554,162,0.7832243,0.228244
84,160,145,50,0,2,0.1829192,161,1.1759,0.2488628
80,157,162,104,0,0,0.1840554,162,0.804905,0.2294672
88,161,162,77,2,3,0.1840554,162,1.153016,0.2491073
88,157,162,96,0,1,0.1840554,162,1.065962,0.2441958
83,159,162,123,0,2,0.1840554,162,0.8618368,0.2326793
93,160,162,71,1,1,0.1840554,162,1.186001,0.2509682
89,160,162,154,1,3,0.1840554,162,1.078406,0.2448978
91,160,162,100,1,1,0.1840554,162,1.147424,0.2487918
81,159,162,108,0,3,0.1840554,162,0.9073584,0.2352475
86,160,162,79,0,0,0.1840554,162,1.300739,0.2574417
84,161,162,56,0,1,0.1840554,162,0.75994,0.2269304
87,160,162,77,1,2,0.1840554,162,1.340695,0.2596959
83,158,162,57,0,2,0.1840554,162,0.6708184,0.2219022
79,160,162,126,0,1,0.1840554,162,0.9743752,0.2390286
82,161,162,82,2,3,0.1840554,162,1.058222,0.2437591
83,161,162,160,0,1,0.1840554,162,0.9658143,0.2385456
89,160,162,104,1,3,0.1840554,162,1.406095,0.2633857
86,160,150,99,0,1,0.1829192,161,0.9161152,0.2342943
86,160,162,96,1,3,0.1840554,162,1.07394,0.2446459
92,161,162,162,1,3,0.1840554,162,1.648678,0.277072
88,160,162,91,0,1,0.1840554,162,1.085257,0.2452844
92,160,162,100,1,2,0.1840554,162,1.497416,0.268538
88,160,162,137,0,0,0.1840554,162,1.320472,0.2585549
90,159,162,162,0,0,0.1840554,162,1.177042,0.2504628
99,160,162,157,1,1,0.1840554,162,1.754445,0.2830392
91,159,162,155,1,1,0.1840554,162,1.313395,0.2581557
94,161,162,152,0,1,0.1840554,162,1.626229,0.2758054
96,161,162,156,0,2,0.1840554,162,1.417426,0.264025
96,162,162,162,0,4,0.1840554,162,1.729013,0.2816044
90,160,162,161,0,0,0.1840554,162,1.564579,0.2723272
89,162,162,162,1,5,0.1840554,162,1.446104,0.2656429
94,161,162,60,0,1,0.1840554,162,1.567389,0.2724857
91,161,162,162,1,6,0.1840554,162,1.889141,0.2906386
94,160,162,105,1,3,0.1840554,162,1.706113,0.2803124
90,160,162,101,0,1,0.1840554,162,1.54254,0.2710838
98,160,162,162,3,3,0.1840554,162,1.924816,0.2926514
88,160,162,162,2,7,0.1840554,162,1.465372,0.2667301
98,162,162,162,1,3,0.1840554,162,1.789961,0.285043
91,161,162,162,2,2,0.1840554,162,1.485463,0.2678636
80,160,162,162,1,4,0.1840554,162,0.9797557,0.2393321
91,160,162,132,0,1,0.1840554,162,1.547855,0.2713836
90,161,162,97,0,3,0.1840554,162,1.264044,0.2553713
81,160,162,111,1,2,0.1840554,162,1.006923,0.2408649
95,160,162,162,1,1,0.1840554,162,1.478956,0.2674964
88,160,162,80,0,1,0.1840554,162,1.028524,0.2420836
86,159,162,123,1,2,0.1840554,162,1.002881,0.2406368
87,159,162,106,1,3,0.1840554,162,1.216534,0.2526909
78,161,162,47,0,2,0.1840554,162,0.6055376,0.2182191
78,158,162,83,1,3,0.1840554,162,0.7434409,0.2259995
80,159,162,51,0,0,0.1840554,162,0.6254558,0.2193429
90,158,162,61,0,2,0.1840554,162,0.7088127,0.2240458
89,157,162,70,0,1,0.1840554,162,0.6014692,0.2179896
81,159,151,83,0,1,0.1829192,161,0.8746376,0.2319682
89,159,162,62,0,2,0.1840554,162,0.9425698,0.2372341
90,160,162,162,0,1,0.1840554,162,1.433275,0.2649192
93,160,162,107,1,2,0.1840554,162,1.60195,0.2744357
89,160,162,121,0,3,0.1840554,162,1.395467,0.2627861
89,160,162,104,0,1,0.1840554,162,1.304662,0.257663
90,160,162,149,0,0,0.1840554,162,1.372659,0.2614993
90,161,162,89,1,1,0.1840554,162,1.212466,0.2524614
86,158,162,132,2,5,0.1840554,162,1.274221,0.2559455
97,161,162,162,0,1,0.1840554,162,1.323785,0.2587419
86,160,162,47,1,1,0.1840554,162,1.117672,0.2471132
88,158,162,55,0,0,0.1840554,162,0.7211903,0.2247441
86,159,162,131,0,3,0.1840554,162,0.5872495,0.2171874
81,157,162,63,0,2,0.1840554,162,0.3386101,0.2031594
83,158,162,44,0,4,0.1840554,162,0.8704641,0.233166
81,159,151,63,0,1,0.1829192,161,0.7600709,0.2255434
80,158,162,87,1,1,0.1840554,162,0.7296453,0.2252212
79,159,162,49,0,1,0.1840554,162,1.008434,0.2409501
88,160,162,111,1,1,0.1840554,162,1.055108,0.2435834
85,161,162,58,0,4,0.1840554,162,0.9263225,0.2363175
72,157,162,48,0,1,0.1840554,162,0.2743365,0.1995331
87,159,162,79,0,1,0.1840554,162,0.9709562,0.2388357
85,158,162,57,0,3,0.1840554,162,0.6246474,0.2192973
75,158,162,62,0,0,0.1840554,162,0.2577446,0.1985971
76,159,162,49,0,0,0.1840554,162,0.411988,0.2072993
72,159,120,24,0,0,0.1829192,161,0.05983162,0.1862746
80,161,162,45,0,0,0.1840554,162,0.498817,0.2121981
67,157,144,51,0,0,0.1829192,161,-0.02850991,0.1813204
80,158,149,37,0,0,0.1829192,161,0.4812204,0.2099057
82,157,162,106,0,0,0.1840554,162,0.5790861,0.2167268
79,158,120,115,0,0,0.1829192,161,0.5383505,0.2131095
85,160,162,72,0,1,0.1840554,162,0.7191097,0.2246268
77,157,162,77,0,0,0.1840554,162,0.5035348,0.2124643
78,160,162,56,0,0,0.1840554,162,0.7756572,0.2278171
79,161,162,97,0,1,0.1840554,162,0.5935443,0.2175425
88,162,162,97,0,0,0.1840554,162,1.07337,0.2446137
76,159,162,40,0,1,0.1840554,162,0.4575494,0.2098698
80,157,162,51,1,3,0.1840554,162,0.5402304,0.2145346
78,157,162,45,1,1,0.1840554,162,0.4172889,0.2075984
74,159,162,27,0,0,0.1840554,162,0.3878291,0.2059363
86,159,162,53,0,0,0.1840554,162,0.6460631,0.2205056
81,160,162,33,0,0,0.1840554,162,0.6605081,0.2213205
81,157,151,67,0,0,0.1829192,161,0.6625566,0.2200749
82,160,149,47,0,1,0.1829192,161,0.7367923,0.224238
79,158,162,53,0,2,0.1840554,162,0.4328869,0.2084784
81,159,162,73,0,3,0.1840554,162,0.665385,0.2215957
85,159,149,78,0,0,0.1829192,161,0.7838295,0.2268758
82,157,162,78,0,0,0.1840554,162,0.5314574,0.2140396
76,158,162,45,0,1,0.1840554,162,0.377426,0.2053493
79,159,162,52,0,0,0.1840554,162,0.5838039,0.216993
78,160,162,38,0,2,0.1840554,162,0.6480775,0.2206192
89,159,162,47,0,0,0.1840554,162,0.8547999,0.2322822
85,160,162,93,0,2,0.1840554,162,0.8732205,0.2333215
84,160,162,120,1,3,0.1840554,162,0.9012756,0.2349044
83,161,162,101,0,1,0.1840554,162,0.6733098,0.2220428
89,159,162,127,1,3,0.1840554,162,0.8979361,0.2347159
86,161,162,77,1,1,0.1840554,162,1.048429,0.2432066
80,159,162,155,0,0,0.1840554,162,0.8028377,0.2293506
81,161,162,86,0,0,0.1840554,162,1.043168,0.2429098
85,160,162,91,0,1,0.1840554,162,1.017922,0.2414854
84,160,162,110,1,1,0.1840554,162,0.8111999,0.2298224
96,161,162,79,1,2,0.1840554,162,1.214427,0.252572
86,159,162,90,1,1,0.1840554,162,1.074337,0.2446683
96,159,162,86,2,2,0.1840554,162,1.248777,0.25451
96,160,162,148,1,2,0.1840554,162,1.290283,0.2568517
94,160,162,116,0,2,0.1840554,162,1.184914,0.2509069
84,159,162,111,0,0,0.1840554,162,1.070706,0.2444634
85,160,162,101,1,2,0.1840554,162,1.195503,0.2515043
87,160,162,160,0,2,0.1840554,162,1.123039,0.247416
88,161,162,87,1,3,0.1840554,162,1.22548,0.2531956
87,159,162,119,1,1,0.1840554,162,1.217502,0.2527455
93,159,162,99,2,2,0.1840554,162,1.201678,0.2518527
91,161,162,139,1,4,0.1840554,162,1.271505,0.2557923
93,159,162,73,1,1,0.1840554,162,1.254582,0.2548375
90,160,162,132,1,1,0.1840554,162,1.4086,0.263527
87,158,162,135,1,5,0.1840554,162,1.564354,0.2723145
97,160,162,162,1,1,0.1840554,162,1.871144,0.2896233
95,161,162,162,1,2,0.1840554,162,1.960465,0.2946626
93,161,162,161,2,7,0.1840554,162,1.767922,0.2837996
106,162,162,162,1,5,0.1840554,162,2.019875,0.2980145
94,160,162,162,1,4,0.1840554,162,1.922629,0.292528
101,160,162,162,2,4,0.1840554,162,1.904633,0.2915126
94,161,162,65,1,4,0.1840554,162,1.786595,0.2848531
96,161,162,162,1,6,0.1840554,162,1.949637,0.2940518
97,161,162,162,3,9,0.1840554,162,2.246555,0.3108035
98,160,162,162,4,9,0.1840554,162,2.242102,0.3105523
94,162,162,162,2,5,0.1840554,162,2.188682,0.3075384
98,162,162,162,3,3,0.1840554,162,2.122315,0.303794
100,162,162,162,4,5,0.1840554,162,2.264538,0.3118181
94,159,162,162,0,0,0.1840554,162,1.855732,0.2887537
96,162,162,162,3,9,0.1840554,162,2.232415,0.3100057
100,161,162,162,2,8,0.1840554,162,2.278533,0.3126077
105,162,162,162,3,4,0.1840554,162,2.307582,0.3142466
96,161,162,162,1,9,0.1840554,162,2.035579,0.2989005
100,161,162,162,3,3,0.1840554,162,2.233422,0.3100626
95,161,162,162,2,5,0.1840554,162,1.882806,0.2902812
101,161,162,162,3,9,0.1840554,162,2.187768,0.3074868
90,160,162,114,2,2,0.1840554,162,1.633478,0.2762144
97,160,162,148,0,0,0.1840554,162,1.699686,0.2799498
95,160,162,162,1,2,0.1840554,162,1.779028,0.2844261
96,161,162,162,3,7,0.1840554,162,1.921264,0.292451
100,161,162,162,0,2,0.1840554,162,1.874113,0.2897907
93,162,162,149,1,1,0.1840554,162,2.052793,0.2998717
99,160,162,162,1,2,0.1840554,162,1.784912,0.2847581
93,161,162,162,0,0,0.1840554,162,1.765046,0.2836373
93,161,162,110,2,3,0.1840554,162,1.551115,0.2715676
99,161,162,150,3,3,0.1840554,162,1.924882,0.2926551
98,161,162,162,1,4,0.1840554,162,1.861231,0.289064
93,162,162,162,3,3,0.1840554,162,1.874709,0.2898244
102,162,162,162,2,4,0.1840554,162,2.147362,0.3052071
96,161,162,162,2,6,0.1840554,162,1.859813,0.288984
100,160,162,162,1,5,0.1840554,162,1.879347,0.2900861
96,161,162,162,1,3,0.1840554,162,2.147282,0.3052027
97,161,162,162,2,7,0.1840554,162,2.237914,0.310316
101,161,162,162,2,6,0.1840554,162,2.272463,0.3122652
97,161,162,162,4,11,0.1840554,162,2.116762,0.3034807
102,161,162,162,3,4,0.1840554,162,2.011645,0.2975502
98,161,162,162,2,8,0.1840554,162,2.052647,0.2998635
103,161,162,162,1,4,0.1840554,162,1.827809,0.2871783
96,160,162,162,2,4,0.1840554,162,1.87451,0.2898132
94,160,162,157,2,5,0.1840554,162,1.533555,0.2705769
89,161,162,162,3,4,0.1840554,162,1.629621,0.2759968
94,161,162,162,0,0,0.1840554,162,1.785561,0.2847947
94,159,162,131,1,2,0.1840554,162,1.431804,0.2648362
94,162,162,140,2,2,0.1840554,162,1.721937,0.2812051
90,160,162,90,2,3,0.1840554,162,1.591786,0.2738622
94,160,162,102,0,1,0.1840554,162,1.706206,0.2803176
97,160,162,162,1,3,0.1840554,162,1.813417,0.2863664
92,159,162,90,1,2,0.1840554,162,1.541971,0.2710517
91,162,162,124,2,3,0.1840554,162,1.628813,0.2759512
104,161,162,162,0,0,0.1840554,162,2.173349,0.3066733
97,161,162,162,0,3,0.1840554,162,1.860595,0.2890281
94,160,162,162,1,4,0.1840554,162,1.6942,0.2796402
98,160,162,80,1,3,0.1840554,162,1.127598,0.2476732
89,161,162,162,2,4,0.1840554,162,1.705279,0.2802653
97,161,162,151,1,1,0.1840554,162,1.444686,0.2655629
88,161,162,162,2,3,0.1840554,162,1.43855,0.2652168
83,159,162,81,1,1,0.1840554,162,1.022349,0.2417352
83,162,162,52,0,2,0.1840554,162,1.095037,0.2458362
88,161,162,99,0,1,0.1840554,162,1.06127,0.2439311
82,160,162,74,0,3,0.1840554,162,0.7834893,0.228259
82,160,162,78,0,2,0.1840554,162,0.7776053,0.227927
75,157,162,71,0,1,0.1840554,162,0.5216772,0.2134878
74,157,117,85,0,1,0.1829192,161,0.1879842,0.1934612
84,159,162,61,0,0,0.1840554,162,0.7227673,0.2248331
93,161,162,118,0,1,0.1840554,162,0.9863156,0.2397022
90,158,162,104,0,0,0.1840554,162,0.8170706,0.2301536
83,160,162,80,1,1,0.1840554,162,1.138478,0.2482871
79,159,162,125,0,2,0.1840554,162,0.7937333,0.2288369
81,158,162,52,0,1,0.1840554,162,0.77412,0.2277304
78,159,162,64,1,2,0.1840554,162,0.7085344,0.2240301
88,159,162,162,0,0,0.1840554,162,1.019844,0.2415938
90,160,162,85,2,2,0.1840554,162,1.207178,0.252163
82,160,162,103,1,2,0.1840554,162,0.9952476,0.2402062
82,159,162,39,0,0,0.1840554,162,1.043473,0.242927
79,157,162,34,0,1,0.1840554,162,0.4704703,0.2105988
89,159,162,85,0,1,0.1840554,162,0.8377972,0.231323
87,159,162,94,0,1,0.1840554,162,1.111616,0.2467715
81,160,162,87,0,0,0.1840554,162,0.7481852,0.2262672
83,159,162,28,0,1,0.1840554,162,0.8935363,0.2344677
77,158,162,75,1,3,0.1840554,162,0.6552867,0.2210259
84,160,162,87,0,1,0.1840554,162,0.6546108,0.2209878
89,160,162,96,0,1,0.1840554,162,0.955557,0.2379669
82,161,162,162,0,2,0.1840554,162,1.008275,0.2409411
85,159,162,62,1,2,0.1840554,162,0.8211523,0.2303839
103,161,162,158,0,0,0.1840554,162,1.132488,0.2479491
86,159,162,153,0,3,0.1840554,162,0.7891215,0.2285767
89,161,162,162,1,4,0.1840554,162,0.902031,0.234947
86,161,162,91,0,1,0.1840554,162,1.164188,0.2497376
87,159,150,136,1,2,0.1829192,161,1.176673,0.2489061
86,161,162,162,2,3,0.1840554,162,1.32519,0.2588211
88,160,162,127,0,0,0.1840554,162,1.218085,0.2527784
84,159,162,66,0,0,0.1840554,162,1.100073,0.2461203
91,161,162,161,1,5,0.1840554,162,1.350131,0.2602283
85,159,162,162,1,3,0.1840554,162,1.226301,0.2532419
93,161,162,152,0,1,0.1840554,162,1.288878,0.2567725
91,159,162,103,0,2,0.1840554,162,1.20136,0.2518348
86,161,162,108,0,3,0.1840554,162,1.088968,0.2454937
81,159,162,113,0,2,0.1840554,162,0.9057947,0.2351593
84,160,162,72,1,3,0.1840554,162,0.8726109,0.2332871
85,160,162,109,1,2,0.1840554,162,1.291251,0.2569063
86,159,162,137,0,1,0.1840554,162,1.011786,0.2411393
83,158,162,55,0,1,0.1840554,162,0.9834398,0.23954
93,159,162,62,0,0,0.1840554,162,0.7504514,0.226395
87,162,162,120,0,0,0.1840554,162,1.154898,0.2492134
82,161,162,57,0,1,0.1840554,162,1.082713,0.2451408
87,160,162,162,1,4,0.1840554,162,1.07341,0.244616
80,159,162,35,1,4,0.1840554,162,0.727896,0.2251225
86,162,162,162,1,2,0.1840554,162,1.127876,0.2476889
89,161,162,66,0,2,0.1840554,162,1.096588,0.2459237
85,160,162,162,0,0,0.1840554,162,0.8677871,0.233015
80,160,162,80,0,1,0.1840554,162,0.5972947,0.2177541
90,160,162,90,0,1,0.1840554,162,0.9885949,0.2398308
90,159,162,80,0,0,0.1840554,162,0.8762156,0.2334905
89,159,162,51,0,1,0.1840554,162,1.047528,0.2431557
84,159,162,107,0,0,0.1840554,162,1.009003,0.2409822
87,158,162,92,1,1,0.1840554,162,0.9894033,0.2398764
95,160,162,103,0,3,0.1840554,162,1.218231,0.2527866
85,158,162,90,0,0,0.1840554,162,0.9256731,0.2362808
94,159,162,100,1,1,0.1840554,162,1.182529,0.2507724
89,159,162,142,0,4,0.1840554,162,1.088239,0.2454526
88,160,162,141,1,3,0.1840554,162,1.016385,0.2413987
91,162,162,154,0,3,0.1840554,162,1.533211,0.2705574
86,161,162,138,1,4,0.1840554,162,1.282517,0.2564136
89,160,162,162,2,2,0.1840554,162,1.326382,0.2588884
92,160,162,106,1,5,0.1840554,162,1.600877,0.2743751
91,161,162,162,1,3,0.1840554,162,1.57701,0.2730285
94,161,162,162,0,2,0.1840554,162,1.827557,0.2871641
93,162,162,102,0,1,0.1840554,162,1.247372,0.2544307
86,161,162,100,1,2,0.1840554,162,1.191474,0.251277
87,160,162,102,0,1,0.1840554,162,1.448356,0.26577
96,160,162,162,2,3,0.1840554,162,1.581343,0.273273
97,160,162,162,0,2,0.1840554,162,1.416458,0.2639704
86,160,162,106,0,2,0.1840554,162,1.191726,0.2512912
91,161,162,124,0,1,0.1840554,162,1.271425,0.2557878
93,159,162,70,0,2,0.1840554,162,0.9416288,0.237181
78,157,162,105,0,2,0.1840554,162,0.6747941,0.2221265
79,159,162,77,1,1,0.1840554,162,0.7316464,0.2253341
83,159,162,53,1,1,0.1840554,162,0.915058,0.2356819
82,160,162,80,0,1,0.1840554,162,0.3398956,0.2032319
92,159,117,107,0,0,0.1829192,161,1.030282,0.2406966
79,159,162,124,0,1,0.1840554,162,0.5750706,0.2165002
83,159,162,68,1,1,0.1840554,162,1.051914,0.2434032
82,158,162,59,0,0,0.1840554,162,0.6592756,0.221251
80,159,162,56,1,3,0.1840554,162,0.7985307,0.2291076
87,159,162,105,0,0,0.1840554,162,0.9003215,0.2348505
88,159,162,68,0,0,0.1840554,162,1.202381,0.2518924
87,159,149,85,0,2,0.1829192,161,0.6143994,0.2173743
78,157,162,117,0,2,0.1840554,162,0.6544253,0.2209773
90,158,162,90,1,3,0.1840554,162,1.161272,0.2495731
83,157,162,51,0,2,0.1840554,162,0.7559378,0.2267046
84,160,162,118,0,2,0.1840554,162,1.007055,0.2408723
84,158,162,116,0,3,0.1840554,162,0.8572515,0.2324206
94,161,162,101,0,0,0.1840554,162,1.179335,0.2505922
85,160,162,78,0,3,0.1840554,162,0.8659848,0.2329133
86,158,162,96,0,2,0.1840554,162,1.136663,0.2481846
88,160,162,158,1,2,0.1840554,162,1.330345,0.259112
86,158,162,99,0,1,0.1840554,162,1.053412,0.2434877
93,159,162,158,1,2,0.1840554,162,1.615388,0.2751938
89,160,162,152,1,3,0.1840554,162,1.375734,0.2616728
91,161,162,158,0,1,0.1840554,162,1.536007,0.2707152
97,162,162,152,0,0,0.1840554,162,1.407579,0.2634694
87,161,162,120,0,3,0.1840554,162,1.196245,0.2515462
84,160,162,58,0,0,0.1840554,162,0.9693129,0.2387429
92,161,162,159,1,1,0.1840554,162,1.42604,0.264511
92,159,162,103,1,2,0.1840554,162,1.110953,0.2467341
88,161,162,129,0,1,0.1840554,162,0.9421324,0.2372095
84,159,162,162,3,4,0.1840554,162,0.9692466,0.2387392
87,161,162,98,0,3,0.1840554,162,1.206423,0.2521204
87,159,162,162,0,2,0.1840554,162,1.126697,0.2476224
91,160,162,124,2,2,0.1840554,162,1.400701,0.2630814
89,159,162,125,1,2,0.1840554,162,1.28583,0.2566005
90,160,162,156,1,1,0.1840554,162,1.581648,0.2732902
98,162,162,149,1,2,0.1840554,162,1.711414,0.2806115
95,161,162,151,1,3,0.1840554,162,1.407884,0.2634866
92,160,162,109,1,3,0.1840554,162,1.447137,0.2657013
90,161,162,110,0,1,0.1840554,162,1.373017,0.2615195
92,161,162,162,2,2,0.1840554,162,1.652177,0.2772694
90,159,162,152,1,1,0.1840554,162,1.365371,0.2610881
93,161,162,162,2,2,0.1840554,162,1.66743,0.2781299
97,161,162,162,0,4,0.1840554,162,2.025666,0.2983412
97,162,162,162,2,3,0.1840554,162,2.065754,0.3006029
92,160,162,162,0,0,0.1840554,162,1.534894,0.2706524
95,161,162,110,1,3,0.1840554,162,1.645988,0.2769202
91,160,162,162,0,6,0.1840554,162,1.704391,0.2802152
92,161,162,161,3,8,0.1840554,162,1.854022,0.2886573
101,162,162,162,2,9,0.1840554,162,2.146407,0.3051533
97,161,162,162,1,1,0.1840554,162,1.94969,0.2940548
96,162,162,162,3,8,0.1840554,162,2.056756,0.3000953
97,161,162,162,1,3,0.1840554,162,1.934768,0.2932129
97,160,162,162,1,2,0.1840554,162,1.980303,0.2957819
102,161,162,162,2,7,0.1840554,162,2.03314,0.2987629
94,162,162,162,1,1,0.1840554,162,1.990759,0.2963718
93,161,162,162,2,2,0.1840554,162,1.858303,0.2888988
100,161,162,161,1,1,0.1840554,162,2.038057,0.2990403
96,162,162,162,1,1,0.1840554,162,2.007245,0.2973019
98,160,162,162,3,4,0.1840554,162,1.879427,0.2900906
97,161,162,162,0,0,0.1840554,162,1.824244,0.2869772
95,161,162,162,2,4,0.1840554,162,1.97259,0.2953467
94,161,162,162,3,5,0.1840554,162,1.918561,0.2922985
97,161,162,162,3,9,0.1840554,162,1.903639,0.2914566
98,162,162,162,4,4,0.1840554,162,2.08774,0.3018433
102,162,162,162,2,3,0.1840554,162,2.035738,0.2989094
103,162,162,162,4,5,0.1840554,162,2.245336,0.3107347
93,160,162,162,2,3,0.1840554,162,1.95303,0.2942432
101,162,162,162,3,6,0.1840554,162,2.260894,0.3116125
102,161,162,162,2,12,0.1840554,162,2.283993,0.3129157
100,161,162,162,1,3,0.1840554,162,2.186893,0.3074375
100,161,162,162,2,9,0.1840554,162,2.077045,0.30124
100,161,162,162,1,2,0.1840554,162,2.176795,0.3068677
103,161,162,162,3,6,0.1840554,162,2.150834,0.305403
96,161,162,162,2,3,0.1840554,162,2.139304,0.3047525
95,160,162,162,2,5,0.1840554,162,1.90503,0.2915351
100,161,162,162,0,0,0.1840554,162,2.171958,0.3065948
97,162,162,162,2,2,0.1840554,162,2.152821,0.3055152
99,161,162,162,3,5,0.1840554,162,1.952977,0.2942402
96,161,162,162,1,1,0.1840554,162,2.209342,0.308704
97,162,162,162,3,4,0.1840554,162,2.018867,0.2979576
98,161,162,162,2,4,0.1840554,162,2.095214,0.302265
96,161,162,162,1,8,0.1840554,162,2.159964,0.3059182
98,161,162,151,2,7,0.1840554,162,1.913711,0.2920248
101,162,162,162,3,6,0.1840554,162,2.028833,0.2985199
100,162,162,162,2,3,0.1840554,162,2.150277,0.3053716
102,161,162,162,3,10,0.1840554,162,2.251644,0.3110906
98,160,162,162,2,2,0.1840554,162,2.062454,0.3004168
108,161,162,162,2,7,0.1840554,162,2.247827,0.3108753
98,161,162,162,1,4,0.1840554,162,2.267122,0.3119639
101,162,162,162,3,9,0.1840554,162,2.325141,0.3152373
93,162,162,162,2,6,0.1840554,162,2.036082,0.2989289
99,161,162,162,4,6,0.1840554,162,2.293057,0.3134271
95,161,162,162,3,7,0.1840554,162,1.976407,0.2955621
98,161,162,162,2,6,0.1840554,162,2.303354,0.3140081
97,161,162,162,4,9,0.1840554,162,2.352295,0.3167692
103,161,162,162,3,8,0.1840554,162,2.311504,0.3144679
101,162,162,162,3,9,0.1840554,162,2.366806,0.317588
100,161,162,162,2,2,0.1840554,162,2.444093,0.3219484
102,162,162,162,3,6,0.1840554,162,2.449527,0.322255
101,161,162,162,4,5,0.1840554,162,2.419855,0.3205809
98,161,162,162,2,2,0.1840554,162,2.32477,0.3152163
103,161,162,162,3,8,0.1840554,162,2.350811,0.3166855
100,161,162,162,3,7,0.1840554,162,2.284205,0.3129277
99,162,162,162,2,5,0.1840554,162,2.349856,0.3166317
104,161,162,162,4,7,0.1840554,162,2.314142,0.3146167
102,161,162,162,3,14,0.1840554,162,2.4702,0.3234214
104,161,162,162,3,10,0.1840554,162,2.436712,0.321532
101,161,162,162,2,5,0.1840554,162,2.275286,0.3124245
100,161,162,162,2,12,0.1840554,162,2.334272,0.3157524
100,162,162,162,2,8,0.1840554,162,2.240896,0.3104843
105,162,162,162,4,8,0.1840554,162,2.441655,0.3218108
101,161,162,162,2,13,0.1840554,162,2.193665,0.3078195
102,161,162,162,4,9,0.1840554,162,2.42611,0.3209338
99,162,162,162,2,7,0.1840554,162,2.357781,0.3170788
102,161,162,162,2,9,0.1840554,162,2.265956,0.3118981
104,162,162,162,4,5,0.1840554,162,2.140749,0.304834
103,162,162,162,3,9,0.1840554,162,2.340076,0.3160799
103,162,162,162,2,3,0.1840554,162,2.286948,0.3130824
99,161,162,162,1,6,0.1840554,162,2.196276,0.3079668
104,161,162,162,2,7,0.1840554,162,2.310391,0.3144051
98,162,162,162,2,8,0.1840554,162,2.324584,0.3152059
93,162,162,162,3,5,0.1840554,162,2.089913,0.3019659
94,161,162,162,3,7,0.1840554,162,1.948935,0.2940121
102,161,162,162,3,4,0.1840554,162,2.12637,0.3040228
96,161,162,162,1,3,0.1840554,162,2.038878,0.2990866
100,161,162,162,1,3,0.1840554,162,2.046339,0.2995076
